sentence	part	category
""" הייתי מחייב את הרשויות המקומיות לעבוד עם מתכנני השקיה , שיכינו תכניות שנציבות המים תאשר "" "	 מתכנן ההשקיה 	18.0
"מסביר יוסי ברכמן ממעגן מיכאל : "" אין מדובר במי ים , אלא במים מליחים ש בשל המליחות הגבוהה שלהם אינם ראויים לשתיה "" "	 מי ים 	12.0
מחיר המים שאנחנו מתפילים שווה למחיר המים לצריכה ביתית 	 מחיר המים 	19.0
הכל נעשה באישור המדינה , נציבות המים והאוצר 	 אי שור המדינה 	9.0
המתקן הוא נקי , ידידותי לסביבה , והפעלתו אינה כרוכה בתופעות לוואי בלתי רצויות 	 תופעות לוואי 	12.0
ירושלים 11 - 19 רמת הגולן 8 - 17 חיפה 11 - 20 תל אביב 12 - 20 בקעת הירדן 12 - 24 שומרון 12 - 19 יהודה / נגב 10 - 20 אילת 15 - 27 	 בקעת הירדן 	16.0
ירושלים 11 - 19 רמת הגולן 8 - 17 חיפה 11 - 20 תל אביב 12 - 20 בקעת הירדן 12 - 24 שומרון 12 - 19 יהודה / נגב 10 - 20 אילת 15 - 27 	 רמת הגולן 	16.0
כרוז של החמאס , שיצא היום בשטחים , תקף את ממשלתו של שרון ואיים להמשיך בסדרה של עשרה פיגועים  	 כרוז החמאס 	9.0
בחיפה ניכרת היום כוננות מוגברת בשל התראות ממוקדות לסכנת פיגוע באזור 	 סכנת פיגוע 	2.0
שוטרים רבים מסיירים בעיר , ומחסומים הוצבו בכל הכניסות לעיר 	 כניסות העיר 	10.0
"אתמול בלילה היו מספר תקריות של ירי פלשתיני לעבר מוצבי צה""ל בגוש קטיף "	 מספר תקריות 	20.0
"אתמול בלילה היו מספר תקריות של ירי פלשתיני לעבר מוצבי צה""ל בגוש קטיף "	 מוצבי הצבא 	9.0
"פלשתינים מרפיח ירו לעבר מוצב צה""ל בגבול ישראל - מצרים וכן מכיוון חאן יונס אל מוצבי צה""ל באזור נווה דקלים וגדיד "	 גבול ישראל 	9.0
"יו""ר ש""ס אלי ישי אמר הבוקר כי מפלגתו תצביע נגד הממשלה החדשה אם לא יימצא פתרון לגיוס בני הישיבות "	 בני הישיבות 	9.0
יהדות התורה דורשת שנתיים פטור לבחורי הישיבות , שבמהלכן יידון חוק טל בכנסת ובממשלה וייחתם הסכם שיימצא פתרון קבוע לבעיה 	 בחורי הישיבות 	9.0
יהדות התורה דורשת שנתיים פטור לבחורי הישיבות , שבמהלכן יידון חוק טל בכנסת ובממשלה וייחתם הסכם שיימצא פתרון קבוע לבעיה 	 חוק טל 	15.0
"כתבת עתי""ם מוסרת , שמטען חבלה התפוצץ הבוקר בתוך משאית אשפה ברחוב הסדנה בתלפיות "	 משאית אשפה 	16.0
"כתבת עתי""ם מוסרת , שמטען חבלה התפוצץ הבוקר בתוך משאית אשפה ברחוב הסדנה בתלפיות "	 רחוב הסדנא 	15.0
הפיצוץ , כך הסתבר , היה ממטען שהיה חבוי באחד מפחי האשפה שרוקנו 	 פחי אשפה 	6.0
כתוצאה מהפיצוץ נגרם נזק קל לדופן המשאית 	 דופן המשאית 	10.0
בבדיקה , שערכה מעבדת החבלה של המשטרה , התברר כי מדובר במטען חבלה קטן , ששרידיו נבדקים ברחבת משרד הרישוי לשעבר , באיזור התעשיה תלפיות 	 מעבדת חבלה 	16.0
בבדיקה , שערכה מעבדת החבלה של המשטרה , התברר כי מדובר במטען חבלה קטן , ששרידיו נבדקים ברחבת משרד הרישוי לשעבר , באיזור התעשיה תלפיות 	 משרד הרישוי 	16.0
בבדיקה , שערכה מעבדת החבלה של המשטרה , התברר כי מדובר במטען חבלה קטן , ששרידיו נבדקים ברחבת משרד הרישוי לשעבר , באיזור התעשיה תלפיות 	 איזור תעשייה 	16.0
"בחוות הדעת שלו על התיק כתב רובינשטיין 'הערה' לח""כ הנגבי על התנהגותו בפרשה "	 חוות הדעת 	12.0
חוק הבחירה הישירה אמור לעלות היום בצהרים בכנסת לקריאה שניה ושלישית 	 חוק הבחירה 	18.0
"יוזם החוק , ח""כ עוזי לנדאו , אמר כי הוא שוקל לבקש דחייה להצבעה מכיוון שהוא חושש שלא יהיו בזמן ההצבעה 61 ח""כים התומכים בחוק "	 יוזם החוק 	3.0
"יוזם החוק , ח""כ עוזי לנדאו , אמר כי הוא שוקל לבקש דחייה להצבעה מכיוון שהוא חושש שלא יהיו בזמן ההצבעה 61 ח""כים התומכים בחוק "	 זמן ההצבעה 	18.0
. חוק התקציב עבר הבוקר בקריאה ראשונה במליאת הכנסת , והועבר לדיון בוועדת הכספים של הכנסת 	 מליאת הכנסת 	9.0
חוק התקציב עבר הבוקר בקריאה ראשונה במליאת הכנסת , והועבר לדיון בוועדת הכספים של הכנסת 	 חוק התקציב 	18.0
חוק התקציב עבר הבוקר בקריאה ראשונה במליאת הכנסת , והועבר לדיון בוועדת הכספים של הכנסת 	 בעד התקציב 	18.0
באשדוד נהרג פועל בפיצוץ בלון חנקן במפעל 	 בלון חנקן 	12.0
". מתנדבי מד""א שהגיעו למקום נאלצו לחבוש מסיכות בכדי להיכנס למפעל לחלץ את גופת ההרוג "	 גופת ההרוג 	9.0
"מתנדבי מד""א שהגיעו למקום נאלצו לחבוש מסיכות בכדי להיכנס למפעל לחלץ את גופת ההרוג "	" מתנדבי מד""א "	9.0
"חילופי אש מתנהלים בשעה האחרונה באזור החממות של הישוב נצרים , בין כוחות צה""ל לפלשתינים "	 חילופי אש 	12.0
"חילופי אש מתנהלים בשעה האחרונה באזור החממות של הישוב נצרים , בין כוחות צה""ל לפלשתינים "	 אזור החממות 	16.0
"חילופי אש מתנהלים בשעה האחרונה באזור החממות של הישוב נצרים , בין כוחות צה""ל לפלשתינים "	 כוחות הצבא 	9.0
קדמו לכך ארבע אירועי ירי הבוקר והלילה בגוש קטיף באזור הישובים נוה דקלים גדיד ונצרים 	 אירועי ירי 	12.0
. בשעה 16:00 יצביעו חברי הכנסת בעד או נגד חוק דחיית גיוס בני הישיבות בשנתיים 	 חוק הגיוס 	18.0
מפלגת העבודה הודיעה כי תצביע נגד החוק 	 מפלגת העבודה 	14.0
"ח""כ אלי סוויסה מש""ס החליט לפעול לפי בקשתו של הרב עובדיה יוסף ולקבל על עצמו את 'התיק לעניני ירושלים ' . סוויסה לא רצה להיות שותף בממשלה עקב סיכסוכים בין מחנה דרעי , אליו הוא משתייך , ומחנה אלי ישי המקביל "	 בקשת הרב 	9.0
"ח""כ אלי סוויסה מש""ס החליט לפעול לפי בקשתו של הרב עובדיה יוסף ולקבל על עצמו את 'התיק לעניני ירושלים ' . סוויסה לא רצה להיות שותף בממשלה עקב סיכסוכים בין מחנה דרעי , אליו הוא משתייך , ומחנה אלי ישי המקביל "	 מחנה דרעי 	15.0
כשישים בני אדם , ביניהם עשרות ילדים , נהרגו בהתפוצצות זיקוקים ונפצים בבית ספר עממי בדרום מזרח סין 	 בני אדם 	9.0
ייצור הזיקוקים בבית הספר החל לפני כשלוש שנים ונעשה יום יום על פי דרישת הלקוחות , למרות מחאות של רבים מהורי התלמידים 	 דרישות הלקוחות 	9.0
ייצור הזיקוקים בבית הספר החל לפני כשלוש שנים ונעשה יום יום על פי דרישת הלקוחות , למרות מחאות של רבים מהורי התלמידים 	 הורי התלמידים 	3.0
אחד מההורים אמר כי מפעל הזיקוקים הוקם על ידי מנהל בית הספר , בסיוע מזכיר המפלגה הקומוניסטית בכפר 	 אחד ההורים 	20.0
המורים דרשו מהתלמידים לייצר זיקוקים ונפצים בשעות ההפסקה שלהם 	 שעות ההפסקה 	17.0
לדברי תושב הכפר , התלמידים הצליחו לייצר בערך 1,600 נפצים שבוע 	 תושב הכפר 	9.0
"כוחות הביטחון הישראלים סגרו היום בבוקר את הציר הראשי שמחבר בין ביר זית לרמאללה ע""י סוללות עפר , ובכך ניתקו את הקשר בין הכפרים שמסביב לביר זית לבין העיר רמאללה , בנוסף לניתוק המעבר בין איזור רמאללה לאיזור אל בירה "	 סוללות עפר 	12.0
כתבנו חגי הוברמן מציין כי זו תקרית האש השלישית בנצרים במהלך שעות הצהריים 	 תקרית האש 	2.0
"כך אמר בצהרים הרמטכ""ל , רב אלוף שאול מופז , בשיחה עם עתונאים בכפר הבדואי בסמת טבעון , בתום ביקור שערך בבית ראש המועצה , לרגל חג הקורבן "	 ראש המועצה 	9.0
"אמר בצהרים הרמטכ""ל , רב אלוף שאול מופז , בשיחה עם עתונאים בכפר הבדואי בסמת טבעון , בתום ביקור שערך בבית ראש המועצה , לרגל חג הקורבן "	 חג הקורבן 	12.0
הכנסת אישרה בהצבעה בצהרים את חוק תקציב המדינה וחוק ההסדרים במשק לשנת 2001 , בקריאה ראשונה , ובאיחור של יותר מחודשיים 	 תקציב המדינה 	16.0
"בעד התקציב הצביעו 54 חברי כנסת , ובהם מהליכוד , ש""ס , העבודה , יהדות התורה , האיחוד הלאומי - ישראל ביתנו "	 יהדות התורה 	18.0
"קצב אמר שהמפד""ל קיבלה את קווי היסוד של הממשלה , כמו השותפות האחרות , ולכן הוא מצטער על כך שבסופו של דבר היא נשארה בחוץ "	 קווי היסוד 	12.0
